AISEQ,AICANT,AIALMACEN
82402,-1.000,109
82403,-1.000,109
82404,-1.000,109
82405,-1.000,109
82406,-1.000,109
82407,-1.000,109
82408,-1.000,109
82409,-1.000,109
82410,-1.000,109
82411,-1.000,109
82412,-1.000,109
82413,-1.000,109
82414,-1.000,109
82415,-1.000,109
82416,-1.000,109
82417,-1.000,109
82418,-1.000,109
82419,-1.000,109
82420,-1.000,109
82421,-1.000,109
82422,-1.000,109
82423,-1.000,109
82424,-1.000,109
82425,-1.000,109
82426,-1.000,109
82427,-1.000,109
82428,-1.000,109
82429,-1.000,109
82430,-1.000,109
82431,-1.000,109
82432,-1.000,109
82433,-1.000,109
82434,-1.000,109
82435,-1.000,109
82436,-1.000,109
82437,-1.000,109
82438,-1.000,109
82439,-1.000,109
82440,-1.000,109
82441,-1.000,109
82442,-1.000,109
82443,-1.000,109
82444,-1.000,109
82445,-1.000,109
82446,-1.000,109
82447,-1.000,109
82448,-1.000,109
82449,-1.000,109
82450,-1.000,109
82451,-1.000,109
82452,-1.000,109
82453,-1.000,109
82454,-1.000,109
82455,-1.000,109
82456,-1.000,109
82818,-1.000,109
82819,-1.000,109
82820,-1.000,109
82821,-1.000,109
82822,-1.000,109
82823,-1.000,109
82824,-1.000,109
82825,-1.000,109
82826,-1.000,109
82827,-1.000,109
82828,-1.000,109
82829,-1.000,109
82830,-1.000,109
82831,-1.000,109
82832,-1.000,109
82833,-1.000,109
82834,-1.000,109
82835,-1.000,109
82836,-1.000,109
82837,-1.000,109
82838,-1.000,109
82839,-1.000,109
82840,-1.000,109
82841,-1.000,109
82842,-1.000,109
82843,-1.000,109
82844,-1.000,109
82845,-1.000,109
82846,-1.000,109
82847,-1.000,109
82848,-1.000,109
82849,-1.000,109
82850,-1.000,109
82851,-1.000,109
82852,-1.000,109
82853,-1.000,109
82854,-1.000,109
82855,-1.000,109
82856,-1.000,109
82857,-1.000,109
82858,-1.000,109
82859,-1.000,109
82860,-1.000,109
82861,-1.000,109
82862,-1.000,109
82863,-1.000,109
82864,-1.000,109
82865,-1.000,109
82866,-1.000,109
82867,-1.000,109
82868,-1.000,109
82869,-1.000,109
82870,-1.000,109
82871,-1.000,109
82872,-1.000,109
82873,-1.000,109
82874,-1.000,109
82875,-1.000,109
82876,-1.000,109
82877,-1.000,109
82878,-1.000,109
82879,-1.000,109
82880,-1.000,109
82881,-1.000,109
82882,-1.000,109
82883,-1.000,109
82884,-1.000,109
82885,-1.000,109
82886,-1.000,109
82887,-1.000,109
82888,-1.000,109
82889,-1.000,109
82890,-1.000,109
82891,-1.000,109
82892,-1.000,109
82893,-1.000,109
82894,-1.000,109
82895,-1.000,109
82896,-1.000,109
82897,-1.000,109
82898,-1.000,109
82899,-1.000,109
82900,-1.000,109
82901,-1.000,109
82902,-1.000,109
82903,-1.000,109
82904,-1.000,109
82905,-1.000,109
82906,-1.000,109
82907,-1.000,109
82908,-1.000,109
82909,-1.000,109
82910,-1.000,109
82911,-1.000,109
82912,-1.000,109
82913,-1.000,109
82914,-1.000,109
82915,-1.000,109
82916,-1.000,109
82917,-1.000,109
82918,-1.000,109
82919,-1.000,109
82920,-1.000,109
82921,-1.000,109
82922,-1.000,109
82923,-1.000,109
82924,-1.000,109
82925,-1.000,109
82926,-1.000,109
82927,-1.000,109
82928,-1.000,109
82929,-1.000,109
82930,-1.000,109
82931,-1.000,109
82932,-1.000,109
82933,-1.000,109
82934,-1.000,109
82935,-1.000,109
82936,-1.000,109
82937,-1.000,109
82938,-1.000,109
82939,-1.000,109
82940,-1.000,109
82941,-1.000,109
82942,-1.000,109
82943,-1.000,109
82944,-1.000,109
82945,-1.000,109
82946,-1.000,109
82947,-1.000,109
82948,-1.000,109
82949,-1.000,109
82950,-1.000,109
82951,-1.000,109
82952,-1.000,109
82953,-1.000,109
82954,-1.000,109
82955,-1.000,109
82956,-1.000,109
82957,-1.000,109
82958,-1.000,109
82959,-1.000,109
82960,-1.000,109
82961,-1.000,109
82962,-1.000,109
82963,-1.000,109
82964,-1.000,109
82965,-1.000,109
82966,-1.000,109
82967,-1.000,109
82968,-1.000,109
82969,-1.000,109
82970,-1.000,109
82971,-1.000,109
82972,-1.000,109
82973,-1.000,109
82974,-1.000,109
82975,-1.000,109
82976,-1.000,109
82977,-1.000,109
82978,-1.000,109
82979,-1.000,109
82980,-1.000,109
82981,-1.000,109
82982,-1.000,109
82983,-1.000,109
82984,-1.000,109
82985,-1.000,109
82986,-1.000,109
82987,-1.000,109
82988,-1.000,109
82989,-1.000,109
82990,-1.000,109
82991,-1.000,109
82992,-1.000,109
82993,-1.000,109
82994,-1.000,109
82995,-1.000,109
82996,-1.000,109
82997,-1.000,109
82998,-1.000,109
82999,-1.000,109
83000,-1.000,109
83001,-1.000,109
83002,-1.000,109
83003,-1.000,109
83004,-1.000,109
83005,-1.000,109
83006,-1.000,109
83007,-1.000,109
83008,-1.000,109
83009,-1.000,109
83010,-1.000,109
83011,-1.000,109
83012,-1.000,109
83013,-1.000,109
83014,-1.000,109
83015,-1.000,109
83016,-1.000,109
83017,-1.000,109
83018,-1.000,109
83019,-1.000,109
83020,-1.000,109
83021,-1.000,109
83022,-1.000,109
83023,-1.000,109
83024,-1.000,109
83025,-1.000,109
83026,-1.000,109
83027,-1.000,109
83028,-1.000,109
83029,-1.000,109
83030,-1.000,109
83031,-1.000,109
83032,-1.000,109
83033,-1.000,109
83034,-1.000,109
83035,-1.000,109
83036,-1.000,109
83037,-1.000,109
83038,-1.000,109
83039,-1.000,109
83040,-1.000,109
83041,-1.000,109
83042,-1.000,109
83043,-1.000,109
83044,-1.000,109
83045,-1.000,109
83046,-1.000,109
83047,-1.000,109
83048,-1.000,109
83049,-1.000,109
83050,-1.000,109
83051,-1.000,109
83052,-1.000,109
83053,-1.000,109
83054,-1.000,109
83055,-1.000,109
83056,-1.000,109
83057,-1.000,109
83058,-1.000,109
83059,-1.000,109
83060,-1.000,109
83061,-1.000,109
83062,-1.000,109
83063,-1.000,109
83064,-1.000,109
83065,-1.000,109
83066,-1.000,109
83067,-1.000,109
83068,-1.000,109
83069,-1.000,109
83070,-1.000,109
83071,-1.000,109
83072,-1.000,109
83073,-1.000,109
83074,-1.000,109
83075,-1.000,109
83076,-1.000,109
83077,-1.000,109
83078,-1.000,109
83079,-1.000,109
83080,-1.000,109
83081,-1.000,109
83082,-1.000,109
83083,-1.000,109
83084,-1.000,109
83085,-1.000,109
83086,-1.000,109
83087,-1.000,109
83088,-1.000,109
83089,-1.000,109
83090,-1.000,109
83091,-1.000,109
83092,-1.000,109
83093,-1.000,109
83094,-1.000,109
83095,-1.000,109
83096,-1.000,109
83097,-1.000,109
83098,-1.000,109
83099,-1.000,109
83100,-1.000,109
83101,-1.000,109
83102,-1.000,109
83103,-1.000,109
83104,-1.000,109
83105,-1.000,109
83106,-1.000,109
83107,-1.000,109
83108,-1.000,109
83109,-1.000,109
83110,-1.000,109
83111,-1.000,109
83112,-1.000,109
83113,-1.000,109
83114,-1.000,109
83115,-1.000,109
83116,-1.000,109
83117,-1.000,109
83118,-1.000,109
83119,-1.000,109
83120,-1.000,109
83121,-1.000,109
83122,-1.000,109
83123,-1.000,109
83124,-1.000,109
83125,-1.000,109
83126,-1.000,109
83127,-1.000,109
83128,-1.000,109
83129,-1.000,109
83130,-1.000,109
83131,-1.000,109
83132,-1.000,109
83133,-1.000,109
83134,-1.000,109
83135,-1.000,109
83136,-1.000,109
83137,-1.000,109
83138,-1.000,109
83139,-1.000,109
83140,-1.000,109
83141,-1.000,109
83142,-1.000,109
83143,-1.000,109
83144,-1.000,109
83145,-1.000,109
83146,-1.000,109
83147,-1.000,109
83148,-1.000,109
83149,-1.000,109
83150,-1.000,109
83151,-1.000,109
83152,-1.000,109
83153,-1.000,109
83154,-1.000,109
83155,-1.000,109
83156,-1.000,109
83157,-1.000,109
83158,-1.000,109
83159,-1.000,109
83160,-1.000,109
85742,-1.000,109
85764,0.000,109
85782,-1.000,109
88590,-1.000,109
89126,-1.000,109
89127,0.000,109
89128,0.000,109
89129,0.000,109
89130,0.000,109
89131,0.000,109
89132,0.000,109
89133,0.000,109
89134,0.000,109
89135,0.000,109
89136,0.000,109
89137,0.000,109
89138,0.000,109
89139,0.000,109
89140,0.000,109
89141,0.000,109
89142,0.000,109
89143,0.000,109
89144,0.000,109
89145,0.000,109
89146,0.000,109
89147,0.000,109
89148,0.000,109
89149,0.000,109
89150,0.000,109
89151,0.000,109
89152,0.000,109
89153,0.000,109
89154,0.000,109
89155,0.000,109
89156,0.000,109
89157,0.000,109
89158,0.000,109
89159,0.000,109
89160,0.000,109
89161,0.000,109
89162,0.000,109
89163,0.000,109
89164,0.000,109
89165,0.000,109
89891,-1.000,109
90452,2.000,109
90453,4.000,109
90454,4.000,109
90455,4.000,109
90456,4.000,109
90457,4.000,109
90458,2.000,109
90459,2.000,109
90460,4.000,109
90461,4.000,109
90462,4.000,109
90463,4.000,109
90464,4.000,109
90465,2.000,109
90512,1.000,109
90513,2.000,109
90514,2.000,109
90515,2.000,109
90516,2.000,109
90517,2.000,109
90518,1.000,109
90519,2.000,109
90520,4.000,109
90521,4.000,109
90522,4.000,109
90523,4.000,109
90524,4.000,109
90525,2.000,109
90571,2.000,109
90572,4.000,109
90573,4.000,109
90574,4.000,109
90575,4.000,109
90576,4.000,109
90577,2.000,109
90578,1.000,109
90579,2.000,109
90580,2.000,109
90581,2.000,109
90582,2.000,109
90583,2.000,109
90584,1.000,109
90585,1.000,109
90586,2.000,109
90587,2.000,109
90588,2.000,109
90589,2.000,109
90590,2.000,109
90591,1.000,109
90610,2.000,109
90611,4.000,109
90612,4.000,109
90613,4.000,109
90614,4.000,109
90615,4.000,109
90616,2.000,109
90617,2.000,109
90618,3.000,109
90619,3.000,109
90620,3.000,109
90621,3.000,109
90622,3.000,109
90623,1.000,109
90624,1.000,109
90625,2.000,109
90627,2.000,109
90628,2.000,109
90629,2.000,109
90630,2.000,109
90631,1.000,109
90632,1.000,109
90633,2.000,109
90634,2.000,109
90635,2.000,109
90636,2.000,109
90637,2.000,109
90638,1.000,109
90737,1.000,109
90738,2.000,109
90739,2.000,109
90740,2.000,109
90741,2.000,109
90742,2.000,109
90743,1.000,109
90744,1.000,109
90745,2.000,109
90746,2.000,109
90747,2.000,109
90748,2.000,109
90749,2.000,109
90750,1.000,109
90751,3.000,109
90752,6.000,109
90753,6.000,109
90754,6.000,109
90755,6.000,109
90756,6.000,109
90757,3.000,109
90758,3.000,109
90759,6.000,109
90760,6.000,109
90761,6.000,109
90762,6.000,109
90763,6.000,109
90764,3.000,109
90765,1.000,109
90766,2.000,109
90767,2.000,109
90768,2.000,109
90769,2.000,109
90770,2.000,109
90771,1.000,109
90772,1.000,109
90773,2.000,109
90774,2.000,109
90775,2.000,109
90776,2.000,109
90777,2.000,109
90778,1.000,109
90831,3.000,109
90832,2.000,109
90833,2.000,109
90834,2.000,109
90835,2.000,109
90836,1.000,109
90837,1.000,109
90838,2.000,109
90839,2.000,109
90840,2.000,109
90841,2.000,109
90842,2.000,109
90843,1.000,109
90844,1.000,109
90845,2.000,109
90846,2.000,109
90847,2.000,109
90848,2.000,109
90849,2.000,109
90850,1.000,109
90851,1.000,109
90852,2.000,109
90853,2.000,109
90854,2.000,109
90855,2.000,109
90856,2.000,109
90857,1.000,109
90858,1.000,109
90859,2.000,109
90860,2.000,109
90861,2.000,109
90862,2.000,109
90863,2.000,109
90864,1.000,109
90865,2.000,109
90866,4.000,109
90867,4.000,109
90868,4.000,109
90869,4.000,109
90870,4.000,109
90871,2.000,109
91071,-3.000,109
91072,-3.000,109
91073,-3.000,109
91074,-3.000,109
91075,-3.000,109
91076,-3.000,109
91077,-2.000,109
91078,-4.000,109
91079,-4.000,109
91080,-4.000,109
91081,-2.000,109
91082,-3.000,109
91083,-3.000,109
91084,-2.000,109
91085,-1.000,109
91086,-2.000,109
91087,-2.000,109
91088,-2.000,109
91089,-2.000,109
91090,-1.000,109
91091,-2.000,109
91092,-2.000,109
91093,-1.000,109
91094,-1.000,109
91095,-3.000,109
91096,-2.000,109
91097,-2.000,109
91098,-2.000,109
91099,-2.000,109
91100,-2.000,109
91101,-2.000,109
91102,-2.000,109
91103,-4.000,109
91104,-4.000,109
91105,-2.000,109
91106,-3.000,109
91107,-2.000,109
91108,-4.000,109
91109,-4.000,109
91110,-3.000,109
91111,-2.000,109
91112,-3.000,109
91113,-2.000,109
91114,-2.000,109
91115,-1.000,109
91116,-3.000,109
91117,-2.000,109
91118,-3.000,109
91119,-2.000,109
91120,-2.000,109
91121,-2.000,109
91122,-2.000,109
91123,-3.000,109
91124,-2.000,109
91125,-2.000,109
91126,-2.000,109
91127,-2.000,109
91128,-2.000,109
91129,-3.000,109
91130,-3.000,109
91131,-3.000,109
91132,-3.000,109
91133,-2.000,109
91134,-2.000,109
91135,-3.000,109
91136,-3.000,109
91137,-3.000,109
91138,-3.000,109
91139,-3.000,109
91140,-2.000,109
91141,-1.000,109
91142,-2.000,109
91143,-1.000,109
91144,-3.000,109
91145,-3.000,109
91146,-2.000,109
91147,-3.000,109
91148,-3.000,109
91149,-5.000,109
91150,-3.000,109
91151,-3.000,109
91152,-2.000,109
91153,-2.000,109
91154,-4.000,109
91155,-4.000,109
91156,-2.000,109
91157,-2.000,109
91158,-4.000,109
91159,-4.000,109
91160,-2.000,109
91161,-3.000,109
91162,-2.000,109
91163,-2.000,109
91164,-3.000,109
91165,-3.000,109
91166,-2.000,109
91167,-2.000,109
91168,-2.000,109
91169,-3.000,109
91170,-3.000,109
91171,-3.000,109
91172,-2.000,109
91173,-3.000,109
91174,-2.000,109
91175,-2.000,109
91176,-2.000,109
91177,-2.000,109
91178,-2.000,109
91179,-2.000,109
91180,-2.000,109
91181,-2.000,109
91182,-2.000,109
91183,-2.000,109
91184,-2.000,109
91185,-2.000,109
91186,-2.000,109
91187,-3.000,109
91188,-1.000,109
91189,-3.000,109
91190,-2.000,109
91191,-3.000,109
91192,-2.000,109
91193,-3.000,109
91194,-3.000,109
91195,-6.000,109
91196,-2.000,109
91197,-1.000,109
91198,-2.000,109
91199,-3.000,109
91200,-4.000,109
91201,-4.000,109
91202,-1.000,109
91203,-2.000,109
91204,-2.000,109
91205,-2.000,109
91206,-2.000,109
91207,-2.000,109
91208,-1.000,109
91209,-2.000,109
91210,-1.000,109
91211,-1.000,109
91212,-2.000,109
91213,-1.000,109
91214,-1.000,109
91215,-1.000,109
91216,-1.000,109
91217,-1.000,109
91218,-1.000,109
91219,-1.000,109
91220,-1.000,109
91221,-1.000,109
91222,-3.000,109
91223,-3.000,109
91224,-2.000,109
91225,-1.000,109
91226,-2.000,109
91227,-1.000,109
91228,-2.000,109
91229,-1.000,109
91230,-2.000,109
91231,-1.000,109
91232,-2.000,109
91233,-2.000,109
91234,-3.000,109
91235,-3.000,109
91236,-2.000,109
91237,-3.000,109
91238,-3.000,109
91239,-2.000,109
91240,-1.000,109
91241,-1.000,109
91242,-2.000,109
91243,-2.000,109
91244,-1.000,109
91245,-2.000,109
91246,-2.000,109
91247,-1.000,109
91248,-1.000,109
91249,-1.000,109
91250,-1.000,109
91251,-2.000,109
91686,-1.000,109
95414,-1.000,109
95805,-1.000,109
95806,-1.000,109
97589,-1.000,109
97920,-1.000,109
97992,-1.000,109
98427,-1.000,109
98645,-1.000,109
98646,-1.000,109
100841,-1.000,109
102600,-1.000,109
105309,-1.000,109
105310,-1.000,109
105311,-1.000,109
105312,1.000,109
105313,-1.000,109
105314,1.000,109
105315,1.000,109
105316,2.000,109
105317,1.000,109
105318,1.000,109
105319,2.000,109
105320,3.000,109
105321,4.000,109
105322,4.000,109
105323,3.000,109
105324,1.000,109
105325,1.000,109
105326,2.000,109
105327,2.000,109
105328,2.000,109
105329,6.000,109
105330,2.000,109
105331,6.000,109
105332,5.000,109
105333,1.000,109
105334,2.000,109
105335,2.000,109
105336,4.000,109
105337,6.000,109
105338,6.000,109
105339,2.000,109
105340,4.000,109
105341,1.000,109
105342,3.000,109
105343,2.000,109
105344,2.000,109
105345,2.000,109
105346,1.000,109
105347,2.000,109
105348,2.000,109
105349,4.000,109
105350,4.000,109
105351,4.000,109
105352,3.000,109
105353,4.000,109
105354,2.000,109
105355,1.000,109
105356,2.000,109
105357,2.000,109
105358,2.000,109
105359,2.000,109
105360,2.000,109
105361,5.000,109
105362,5.000,109
105363,8.000,109
105364,4.000,109
105365,3.000,109
105366,2.000,109
105367,4.000,109
105368,4.000,109
105369,4.000,109
105370,3.000,109
105371,4.000,109
105372,1.000,109
105373,1.000,109
105374,-1.000,109
105375,1.000,109
105376,2.000,109
105377,1.000,109
105378,4.000,109
105379,3.000,109
105380,4.000,109
105381,4.000,109
105382,2.000,109
105383,1.000,109
105384,1.000,109
105385,1.000,109
105386,1.000,109
105387,1.000,109
105388,1.000,109
105389,1.000,109
105390,1.000,109
105391,2.000,109
105392,-2.000,109
105393,-4.000,109
105394,-4.000,109
105395,-4.000,109
105396,-4.000,109
105397,-4.000,109
105398,-2.000,109
105399,1.000,109
105400,2.000,109
105401,2.000,109
105402,1.000,109
105403,3.000,109
105404,2.000,109
105405,1.000,109
105406,2.000,109
105407,3.000,109
105408,2.000,109
105409,2.000,109
105410,1.000,109
105411,4.000,109
105412,9.000,109
105413,2.000,109
105414,3.000,109
105415,2.000,109
105416,2.000,109
105417,1.000,109
105418,1.000,109
105419,2.000,109
105420,1.000,109
105421,4.000,109
105422,2.000,109
105423,1.000,109
105424,1.000,109
105425,2.000,109
105426,1.000,109
105427,1.000,109
105428,2.000,109
105429,1.000,109
105430,1.000,109
105431,2.000,109
105432,2.000,109
105433,2.000,109
105434,1.000,109
105435,1.000,109
105436,1.000,109
105437,-1.000,109
105438,-1.000,109
105439,-1.000,109
105440,-1.000,109
105441,-2.000,109
105442,-2.000,109
105443,-1.000,109
105444,4.000,109
105445,2.000,109
105446,3.000,109
105447,4.000,109
105448,7.000,109
105449,3.000,109
105450,2.000,109
105451,3.000,109
105452,6.000,109
105453,6.000,109
105454,3.000,109
105455,5.000,109
105456,5.000,109
105457,3.000,109
105458,1.000,109
105459,3.000,109
105460,-1.000,109
105461,-1.000,109
105462,-1.000,109
105463,-1.000,109
105464,1.000,109
105465,1.000,109
105466,1.000,109
105467,9.000,109
105468,2.000,109
105469,15.000,109
105470,6.000,109
105471,4.000,109
105472,1.000,109
105473,2.000,109
105474,2.000,109
105475,3.000,109
105476,2.000,109
105477,1.000,109
105478,3.000,109
105479,3.000,109
105480,2.000,109
105481,4.000,109
105482,2.000,109
105483,2.000,109
105484,3.000,109
105485,2.000,109
105486,2.000,109
105487,2.000,109
105488,2.000,109
105489,1.000,109
105490,-1.000,109
105491,-1.000,109
105492,-1.000,109
105493,1.000,109
105494,1.000,109
105495,-1.000,109
105496,-1.000,109
105497,2.000,109
105498,3.000,109
105499,1.000,109
105500,-1.000,109
105501,2.000,109
105502,-1.000,109
105503,-1.000,109
105504,-2.000,109
105505,1.000,109
105506,1.000,109
105507,2.000,109
105508,2.000,109
105509,-1.000,109
105510,-1.000,109
105511,2.000,109
105512,3.000,109
105513,3.000,109
105514,3.000,109
105515,2.000,109
105516,8.000,109
105517,7.000,109
105518,7.000,109
105519,7.000,109
105520,8.000,109
105521,4.000,109
105522,2.000,109
105523,2.000,109
105524,2.000,109
105525,4.000,109
105526,4.000,109
105527,4.000,109
105528,3.000,109
105529,4.000,109
105530,3.000,109
105531,2.000,109
105532,2.000,109
105533,1.000,109
105534,8.000,109
105535,3.000,109
105536,5.000,109
105537,3.000,109
105538,5.000,109
105539,2.000,109
105540,2.000,109
105541,5.000,109
105542,8.000,109
105543,6.000,109
105544,8.000,109
105545,8.000,109
105546,3.000,109
105547,1.000,109
105548,2.000,109
105549,2.000,109
105550,2.000,109
105551,2.000,109
105552,2.000,109
105553,2.000,109
105554,2.000,109
105555,2.000,109
105556,2.000,109
105557,4.000,109
105558,4.000,109
105559,2.000,109
105560,6.000,109
105561,9.000,109
105562,7.000,109
105563,8.000,109
105564,4.000,109
105565,4.000,109
105566,3.000,109
105567,3.000,109
105568,1.000,109
105569,1.000,109
105570,5.000,109
105571,4.000,109
105572,10.000,109
105573,-1.000,109
105574,1.000,109
105575,1.000,109
105576,1.000,109
105577,1.000,109
105578,3.000,109
105579,3.000,109
105580,2.000,109
105581,1.000,109
105582,2.000,109
105583,2.000,109
105584,1.000,109
105585,1.000,109
105586,1.000,109
105587,1.000,109
105588,2.000,109
105589,2.000,109
105590,3.000,109
105591,3.000,109
105592,2.000,109
105593,3.000,109
105594,3.000,109
105595,2.000,109
105596,2.000,109
105597,1.000,109
105598,-2.000,109
105599,-2.000,109
105600,-1.000,109
105601,-1.000,109
105602,-1.000,109
105603,1.000,109
105604,3.000,109
105605,4.000,109
105606,-1.000,109
105607,-1.000,109
105608,1.000,109
105609,2.000,109
105610,-1.000,109
105611,1.000,109
105612,1.000,109
105613,2.000,109
105614,3.000,109
105615,3.000,109
105616,1.000,109
105617,1.000,109
105618,1.000,109
105619,2.000,109
105620,2.000,109
105621,2.000,109
105622,-1.000,109
105623,-1.000,109
105624,-2.000,109
105625,-2.000,109
105626,-2.000,109
105627,-2.000,109
105628,-2.000,109
105629,-1.000,109
105630,-2.000,109
105631,-2.000,109
105632,-1.000,109
105633,-2.000,109
105634,-1.000,109
105635,-1.000,109
105636,-2.000,109
105637,-1.000,109
105638,-1.000,109
105639,-1.000,109
105640,-1.000,109
105641,-1.000,109
105642,-1.000,109
105643,-3.000,109
105644,-3.000,109
105645,-3.000,109
105646,-2.000,109
105647,-1.000,109
105648,1.000,109
105649,3.000,109
105650,3.000,109
105651,3.000,109
105652,2.000,109
105653,3.000,109
105654,2.000,109
105655,2.000,109
105656,3.000,109
105657,3.000,109
105658,3.000,109
105659,2.000,109
105660,3.000,109
105661,2.000,109
105662,-1.000,109
105663,2.000,109
105664,2.000,109
105665,3.000,109
105666,2.000,109
105667,3.000,109
105668,2.000,109
105669,1.000,109
105670,-1.000,109
105671,2.000,109
105672,3.000,109
105673,3.000,109
105674,3.000,109
105675,5.000,109
105676,3.000,109
105677,2.000,109
105678,1.000,109
105679,3.000,109
105680,2.000,109
105681,3.000,109
105682,3.000,109
105683,2.000,109
105684,1.000,109
105685,2.000,109
105686,3.000,109
105687,3.000,109
105688,3.000,109
105689,3.000,109
105690,3.000,109
105691,3.000,109
105692,3.000,109
105693,2.000,109
105694,2.000,109
105695,2.000,109
105696,2.000,109
105697,1.000,109
105698,2.000,109
105699,3.000,109
105700,3.000,109
105701,2.000,109
105702,1.000,109
105703,2.000,109
105704,4.000,109
105705,4.000,109
105706,4.000,109
105707,3.000,109
105708,2.000,109
105709,2.000,109
105710,3.000,109
105711,3.000,109
105712,2.000,109
105713,2.000,109
105714,-1.000,109
105715,-1.000,109
105716,2.000,109
105717,2.000,109
105718,2.000,109
105719,2.000,109
105720,2.000,109
105721,2.000,109
105722,-2.000,109
105723,2.000,109
105724,2.000,109
